"text","cmp_code","eu_code"
"The Oath recognizes that Canadian citizenship confers both rights and responsibilities.","601",NA
"A majority of Canadians believe that new citizens should be seen and heard at the moment they join the Canadian family.","608",NA
"That's why, this past June, our Government introduced a bill requiring all individuals seeking to become Canadians to show their faces while taking the Oath of Citizenship.","608",NA
"We believe it's critically important that, at the moment an individual joins the Canadian family, they do so freely and openly, rather than hiding their identity.","608",NA
"A re-elected Conservative Government will reintroduce and pass the Oath of Citizenship Act requiring citizenship candidates to be seen and heard when reciting the Oath in community with others, to confirm their commitment as new citizens to Canada's laws and values.","608",NA
"PROTECTING CANADA'S DEMOCRACY",NA,NA
"Canadians are proud of our democracy and our democratic institutions.","202",NA
"They're the foundation of our system of government and one of the reasons for our country's prosperity and success.","202",NA
"Canada has one of the most accountable and transparent governments in the world.","202",NA
"From its founding moment, our party has been relentless in its pursuit of increased accountability in government.","202",NA
"And, if re-elected, we'll continue our efforts to protect and strengthen Canada's democracy.","202",NA
"An unelected Senate is simply not acceptable in a modern democracy.","202",NA
"Stephen Harper has fought long and hard for Senate reform.","204",NA
"We've sought to advance legislation to impose term limits","202",NA
"and establish a democratic process for electing senators.","202",NA
"Yet the Supreme Court has blocked these reforms by ruling that they must be initiated and supported by the provinces.","204",NA
"We continue to believe that the Senate must be reformed.","204",NA
"If it can't be reformed, it should be abolished.","204",NA
"Our Conservative Government has made no appointments in the last two and a half years.","204",NA
"The result is 22 vacancies and $6 million in savings for taxpayers so far, relative to 2010.","204",NA
"A re-elected Conservative Government will continue this policy.","204",NA
"We'll do nothing further to entrench an unelected, unaccountable Senate.","204",NA
"Instead, we'll impose a moratorium on further Senate appointments until real reform is achieved.","204",NA
"This election is about protecting our fragile economy in a global economy that's weak and in turmoil.","408",NA
"But both the Liberals and the NDP are focused on other things, including sweeping changes to how governments are elected.","305",NA
